PassengerId,Survived,Pclass,Gender,Age,Relative_Nb,Fare
1,0.0,3,0,22.0,1,7.25
2,1.0,1,1,38.0,1,71.2833
3,1.0,3,1,26.0,0,7.925
4,1.0,1,1,35.0,1,53.1
5,0.0,3,0,35.0,0,8.05
6,0.0,3,0,23.926501618400003,0,8.4583
7,0.0,1,0,54.0,0,51.8625
8,0.0,3,0,2.0,4,21.075
9,1.0,3,1,27.0,2,11.1333
10,1.0,2,1,14.0,1,30.0708
11,1.0,3,1,4.0,2,16.7
12,1.0,1,1,58.0,0,26.55
13,0.0,3,0,20.0,0,8.05
14,0.0,3,0,39.0,6,31.275
15,0.0,3,1,14.0,0,7.8542
16,1.0,2,1,55.0,0,16.0
17,0.0,3,0,2.0,5,29.125
18,1.0,2,0,32.1728677278,0,13.0
19,0.0,3,1,31.0,1,18.0
20,1.0,3,1,27.7498360862,0,7.225
21,0.0,2,0,35.0,0,26.0
22,1.0,2,0,34.0,0,13.0
23,1.0,3,1,15.0,0,8.0292
24,1.0,1,0,28.0,0,35.5
25,0.0,3,1,8.0,4,21.075
26,1.0,3,1,38.0,6,31.3875
27,0.0,3,0,27.7498360862,0,7.225
28,0.0,1,0,19.0,5,263.0
29,1.0,3,1,22.5812826443,0,7.8792
30,0.0,3,0,27.824180195900002,0,7.8958
31,0.0,1,0,40.0,0,27.7208
32,1.0,1,1,49.6804983333,1,146.5208
33,1.0,3,1,32.6934168167,0,7.75
34,0.0,2,0,66.0,0,10.5
35,0.0,1,0,28.0,1,82.1708
36,0.0,1,0,42.0,1,52.0
37,1.0,3,0,23.7522365127,0,7.2292
38,0.0,3,0,21.0,0,8.05
39,0.0,3,1,18.0,2,18.0
40,1.0,3,1,14.0,1,11.2417
41,0.0,3,1,40.0,1,9.475
42,0.0,2,1,27.0,1,21.0
43,0.0,3,0,27.824180195900002,0,7.8958
44,1.0,2,1,3.0,3,41.5792
45,1.0,3,1,19.0,0,7.8792
46,0.0,3,0,29.513190245700002,0,8.05
47,0.0,3,0,32.3396619048,1,15.5
48,1.0,3,1,32.6934168167,0,7.75
49,0.0,3,0,23.1054462302,2,21.6792
50,0.0,3,1,18.0,1,17.8
51,0.0,3,0,7.0,5,39.6875
52,0.0,3,0,21.0,0,7.8
53,1.0,1,1,49.0,1,76.7292
54,1.0,2,1,29.0,1,26.0
55,0.0,1,0,65.0,1,61.9792
56,1.0,1,0,43.8795926587,0,35.5
57,1.0,2,1,21.0,0,10.5
58,0.0,3,0,28.5,0,7.2292
59,1.0,2,1,5.0,3,27.75
60,0.0,3,0,11.0,7,46.9
61,0.0,3,0,22.0,0,7.2292
62,1.0,1,1,38.0,0,80.0
63,0.0,1,0,45.0,1,83.475
64,0.0,3,0,4.0,5,27.9
65,0.0,1,0,40.1815517198,0,27.7208
66,1.0,3,0,8.26579594156,2,15.2458
67,1.0,2,1,29.0,0,10.5
68,0.0,3,0,19.0,0,8.1583
69,1.0,3,1,17.0,6,7.925
70,0.0,3,0,26.0,2,8.6625
71,0.0,2,0,32.0,0,10.5
72,0.0,3,1,16.0,7,46.9
73,0.0,2,0,21.0,0,73.5
74,0.0,3,0,26.0,1,14.4542
75,1.0,3,0,32.0,0,56.4958
76,0.0,3,0,25.0,0,7.65
77,0.0,3,0,27.824180195900002,0,7.8958
78,0.0,3,0,29.513190245700002,0,8.05
79,1.0,2,0,0.83,2,29.0
80,1.0,3,1,30.0,0,12.475
81,0.0,3,0,22.0,0,9.0
82,1.0,3,0,29.0,0,9.5
83,1.0,3,1,23.095063724299997,0,7.7875
84,0.0,1,0,28.0,0,47.1
85,1.0,2,1,17.0,0,10.5
86,1.0,3,1,33.0,3,15.85
87,0.0,3,0,16.0,4,34.375
88,0.0,3,0,29.513190245700002,0,8.05
89,1.0,1,1,23.0,5,263.0
90,0.0,3,0,24.0,0,8.05
91,0.0,3,0,29.0,0,8.05
92,0.0,3,0,20.0,0,7.8542
93,0.0,1,0,46.0,1,61.175
94,0.0,3,0,26.0,3,20.575
95,0.0,3,0,59.0,0,7.25
96,0.0,3,0,29.513190245700002,0,8.05
97,0.0,1,0,71.0,0,34.6542
98,1.0,1,0,23.0,1,63.3583
99,1.0,2,1,34.0,1,23.0
100,0.0,2,0,34.0,1,26.0
101,0.0,3,1,28.0,0,7.8958
102,0.0,3,0,27.824180195900002,0,7.8958
103,0.0,1,0,21.0,1,77.2875
104,0.0,3,0,33.0,0,8.6542
105,0.0,3,0,37.0,2,7.925
106,0.0,3,0,28.0,0,7.8958
107,1.0,3,1,21.0,0,7.65
108,1.0,3,0,26.4760360392,0,7.775
109,0.0,3,0,38.0,0,7.8958
110,1.0,3,1,32.9727375335,1,24.15
111,0.0,1,0,47.0,0,52.0
112,0.0,3,1,14.5,1,14.4542
113,0.0,3,0,22.0,0,8.05
114,0.0,3,1,20.0,1,9.825
115,0.0,3,1,17.0,0,14.4583
116,0.0,3,0,21.0,0,7.925
117,0.0,3,0,70.5,0,7.75
118,0.0,2,0,29.0,1,21.0
119,0.0,1,0,24.0,1,247.5208
120,0.0,3,1,2.0,6,31.275
121,0.0,2,0,21.0,2,73.5
122,0.0,3,0,29.513190245700002,0,8.05
123,0.0,2,0,32.5,1,30.0708
124,1.0,2,1,32.5,0,13.0
125,0.0,1,0,54.0,1,77.2875
126,1.0,3,0,12.0,1,11.2417
127,0.0,3,0,32.6934168167,0,7.75
128,1.0,3,0,24.0,0,7.1417
129,1.0,3,1,25.3154349722,2,22.3583
130,0.0,3,0,45.0,0,6.975
131,0.0,3,0,33.0,0,7.8958
132,0.0,3,0,20.0,0,7.05
133,0.0,3,1,47.0,1,14.5
134,1.0,2,1,29.0,1,26.0
135,0.0,2,0,25.0,0,13.0
136,0.0,2,0,23.0,0,15.0458
137,1.0,1,1,19.0,2,26.2833
138,0.0,1,0,37.0,1,53.1
139,0.0,3,0,16.0,0,9.2167
140,0.0,1,0,24.0,0,79.2
141,0.0,3,1,23.928838134899998,2,15.2458
142,1.0,3,1,22.0,0,7.75
143,1.0,3,1,24.0,1,15.85
144,0.0,3,0,19.0,0,6.75
145,0.0,2,0,18.0,0,11.5
146,0.0,2,0,19.0,2,36.75
147,1.0,3,0,27.0,0,7.7958
148,0.0,3,1,9.0,4,34.375
149,0.0,2,0,36.5,2,26.0
150,0.0,2,0,42.0,0,13.0
151,0.0,2,0,51.0,0,12.525
152,1.0,1,1,22.0,1,66.6
153,0.0,3,0,55.5,0,8.05
154,0.0,3,0,40.5,2,14.5
155,0.0,3,0,22.960314862399997,0,7.3125
156,0.0,1,0,51.0,1,61.3792
157,1.0,3,1,16.0,0,7.7333
158,0.0,3,0,30.0,0,8.05
159,0.0,3,0,24.4279613904,0,8.6625
160,0.0,3,0,13.5510928648,10,69.55
161,0.0,3,0,44.0,1,16.1
162,1.0,2,1,40.0,0,15.75
163,0.0,3,0,26.0,0,7.775
164,0.0,3,0,17.0,0,8.6625
165,0.0,3,0,1.0,5,39.6875
166,1.0,3,0,9.0,2,20.525
167,1.0,1,1,25.9032702381,1,55.0
168,0.0,3,1,45.0,5,27.9
169,0.0,1,0,47.9308698746,0,25.925
170,0.0,3,0,28.0,0,56.4958
171,0.0,1,0,61.0,0,33.5
172,0.0,3,0,4.0,5,29.125
173,1.0,3,1,1.0,2,11.1333
174,0.0,3,0,21.0,0,7.925
175,0.0,1,0,56.0,0,30.6958
176,0.0,3,0,18.0,2,7.8542
177,0.0,3,0,12.671518469,4,25.4667
178,0.0,1,1,50.0,0,28.7125
179,0.0,2,0,30.0,0,13.0
180,0.0,3,0,36.0,0,0.0
181,0.0,3,1,13.5510928648,10,69.55
182,0.0,2,0,32.298142857100004,0,15.05
183,0.0,3,0,9.0,6,31.3875
184,1.0,2,0,1.0,3,39.0
185,1.0,3,1,4.0,2,22.025
186,0.0,1,0,52.158602381,0,50.0
187,1.0,3,1,32.3396619048,1,15.5
188,1.0,1,0,45.0,0,26.55
189,0.0,3,0,40.0,2,15.5
190,0.0,3,0,36.0,0,7.8958
191,1.0,2,1,32.0,0,13.0
192,0.0,2,0,19.0,0,13.0
193,1.0,3,1,19.0,1,7.8542
194,1.0,2,0,3.0,2,26.0
195,1.0,1,1,44.0,0,27.7208
196,1.0,1,1,58.0,0,146.5208
197,0.0,3,0,32.6934168167,0,7.75
198,0.0,3,0,42.0,1,8.4042
199,1.0,3,1,32.6934168167,0,7.75
200,0.0,2,1,24.0,0,13.0
201,0.0,3,0,28.0,0,9.5
202,0.0,3,0,13.5510928648,10,69.55
203,0.0,3,0,34.0,0,6.4958
204,0.0,3,0,45.5,0,7.225
205,1.0,3,0,18.0,0,8.05
206,0.0,3,1,2.0,1,10.4625
207,0.0,3,0,32.0,1,15.85
208,1.0,3,0,26.0,0,18.7875
209,1.0,3,1,16.0,0,7.75
210,1.0,1,0,40.0,0,31.0
211,0.0,3,0,24.0,0,7.05
212,1.0,2,1,35.0,0,21.0
213,0.0,3,0,22.0,0,7.25
214,0.0,2,0,30.0,0,13.0
215,0.0,3,0,30.390911438200003,1,7.75
216,1.0,1,1,31.0,1,113.275
217,1.0,3,1,27.0,0,7.925
218,0.0,2,0,42.0,1,27.0
219,1.0,1,1,32.0,0,76.2917
220,0.0,2,0,30.0,0,10.5
221,1.0,3,0,16.0,0,8.05
222,0.0,2,0,27.0,0,13.0
223,0.0,3,0,51.0,0,8.05
224,0.0,3,0,27.824180195900002,0,7.8958
225,1.0,1,0,38.0,1,90.0
226,0.0,3,0,22.0,0,9.35
227,1.0,2,0,19.0,0,10.5
228,0.0,3,0,20.5,0,7.25
229,0.0,2,0,18.0,0,13.0
230,0.0,3,1,12.671518469,4,25.4667
231,1.0,1,1,35.0,1,83.475
232,0.0,3,0,29.0,0,7.775
233,0.0,2,0,59.0,0,13.5
234,1.0,3,1,5.0,6,31.3875
235,0.0,2,0,24.0,0,10.5
236,0.0,3,1,29.546883134899996,0,7.55
237,0.0,2,0,44.0,1,26.0
238,1.0,2,1,8.0,2,26.25
239,0.0,2,0,19.0,0,10.5
240,0.0,2,0,33.0,0,12.275
241,0.0,3,1,20.0994375694,1,14.4542
242,1.0,3,1,32.3396619048,1,15.5
243,0.0,2,0,29.0,0,10.5
244,0.0,3,0,22.0,0,7.125
245,0.0,3,0,30.0,0,7.225
246,0.0,1,0,44.0,2,90.0
247,0.0,3,1,25.0,0,7.775
248,1.0,2,1,24.0,2,14.5
249,1.0,1,0,37.0,2,52.5542
250,0.0,2,0,54.0,1,26.0
251,0.0,3,0,30.3521291368,0,7.25
252,0.0,3,1,29.0,2,10.4625
253,0.0,1,0,62.0,0,26.55
254,0.0,3,0,30.0,1,16.1
255,0.0,3,1,41.0,2,20.2125
256,1.0,3,1,29.0,2,15.2458
257,1.0,1,1,38.2500150794,0,79.2
258,1.0,1,1,30.0,0,86.5
259,1.0,1,1,35.0,0,512.3292
260,1.0,2,1,50.0,1,26.0
261,0.0,3,0,32.6934168167,0,7.75
262,1.0,3,0,3.0,6,31.3875
263,0.0,1,0,52.0,2,79.65
264,0.0,1,0,40.0,0,0.0
265,0.0,3,1,32.6934168167,0,7.75
266,0.0,2,0,36.0,0,10.5
267,0.0,3,0,16.0,5,39.6875
268,1.0,3,0,25.0,1,7.775
269,1.0,1,1,58.0,1,153.4625
270,1.0,1,1,35.0,0,135.6333
271,0.0,1,0,36.8746651099,0,31.0
272,1.0,3,0,25.0,0,0.0
273,1.0,2,1,41.0,1,19.5
274,0.0,1,0,37.0,1,29.7
275,1.0,3,1,32.6934168167,0,7.75
276,1.0,1,1,63.0,1,77.9583
277,0.0,3,1,45.0,0,7.75
278,0.0,2,0,48.098473310299994,0,0.0
279,0.0,3,0,7.0,5,29.125
280,1.0,3,1,35.0,2,20.25
281,0.0,3,0,65.0,0,7.75
282,0.0,3,0,28.0,0,7.8542
283,0.0,3,0,16.0,0,9.5
284,1.0,3,0,19.0,0,8.05
285,0.0,1,0,43.84885678770001,0,26.0
286,0.0,3,0,33.0,0,8.6625
287,1.0,3,0,30.0,0,9.5
288,0.0,3,0,22.0,0,7.8958
289,1.0,2,0,42.0,0,13.0
290,1.0,3,1,22.0,0,7.75
291,1.0,1,1,26.0,0,78.85
292,1.0,1,1,19.0,1,91.0792
293,0.0,2,0,36.0,0,12.875
294,0.0,3,1,24.0,0,8.85
295,0.0,3,0,24.0,0,7.8958
296,0.0,1,0,40.1815517198,0,27.7208
297,0.0,3,0,23.5,0,7.2292
298,0.0,1,1,2.0,3,151.55
299,1.0,1,0,41.3830610639,0,30.5
300,1.0,1,1,50.0,1,247.5208
301,1.0,3,1,32.6934168167,0,7.75
302,1.0,3,0,22.9517460317,2,23.25
303,0.0,3,0,19.0,0,0.0
304,1.0,2,1,45.8932417749,0,12.35
305,0.0,3,0,29.513190245700002,0,8.05
306,1.0,1,0,0.92,3,151.55
307,1.0,1,1,34.3343064394,0,110.8833
308,1.0,1,1,17.0,1,108.9
309,0.0,2,0,30.0,1,24.0
310,1.0,1,1,30.0,0,56.9292
311,1.0,1,1,24.0,0,83.1583
312,1.0,1,1,18.0,4,262.375
313,0.0,2,1,26.0,2,26.0
314,0.0,3,0,28.0,0,7.8958
315,0.0,2,0,43.0,2,26.25
316,1.0,3,1,26.0,0,7.8542
317,1.0,2,1,24.0,1,26.0
318,0.0,2,0,54.0,0,14.0
319,1.0,1,1,31.0,2,164.8667
320,1.0,1,1,40.0,2,134.5
321,0.0,3,0,22.0,0,7.25
322,0.0,3,0,27.0,0,7.8958
323,1.0,2,1,30.0,0,12.35
324,1.0,2,1,22.0,2,29.0
325,0.0,3,0,13.5510928648,10,69.55
326,1.0,1,1,36.0,0,135.6333
327,0.0,3,0,61.0,0,6.2375
328,1.0,2,1,36.0,0,13.0
329,1.0,3,1,31.0,2,20.525
330,1.0,1,1,16.0,1,57.9792
331,1.0,3,1,22.9517460317,2,23.25
332,0.0,1,0,45.5,0,28.5
333,0.0,1,0,38.0,1,153.4625
334,0.0,3,0,16.0,2,18.0
335,1.0,1,1,31.9288926587,1,133.65
336,0.0,3,0,27.824180195900002,0,7.8958
337,0.0,1,0,29.0,1,66.6
338,1.0,1,1,41.0,0,134.5
339,1.0,3,0,45.0,0,8.05
340,0.0,1,0,45.0,0,35.5
341,1.0,2,0,2.0,2,26.0
342,1.0,1,1,24.0,5,263.0
343,0.0,2,0,28.0,0,13.0
344,0.0,2,0,25.0,0,13.0
345,0.0,2,0,36.0,0,13.0
346,1.0,2,1,24.0,0,13.0
347,1.0,2,1,40.0,0,13.0
348,1.0,3,1,24.7469076659,1,16.1
349,1.0,3,0,3.0,2,15.9
350,0.0,3,0,42.0,0,8.6625
351,0.0,3,0,23.0,0,9.225
352,0.0,1,0,61.0494680556,0,35.0
353,0.0,3,0,15.0,2,7.2292
354,0.0,3,0,25.0,1,17.8
355,0.0,3,0,27.7498360862,0,7.225
356,0.0,3,0,28.0,0,9.5
357,1.0,1,1,22.0,1,55.0
358,0.0,2,1,38.0,0,13.0
359,1.0,3,1,22.5812826443,0,7.8792
360,1.0,3,1,22.5812826443,0,7.8792
361,0.0,3,0,40.0,5,27.9
362,0.0,2,0,29.0,1,27.7208
363,0.0,3,1,45.0,1,14.4542
364,0.0,3,0,35.0,0,7.05
365,0.0,3,0,32.3396619048,1,15.5
366,0.0,3,0,30.0,0,7.25
367,1.0,1,1,60.0,1,75.25
368,1.0,3,1,23.7522365127,0,7.2292
369,1.0,3,1,32.6934168167,0,7.75
370,1.0,1,1,24.0,0,69.3
371,1.0,1,0,25.0,1,55.4417
372,0.0,3,0,18.0,1,6.4958
373,0.0,3,0,19.0,0,8.05
374,0.0,1,0,22.0,0,135.6333
375,0.0,3,1,3.0,4,21.075
376,1.0,1,1,27.392401190500003,1,82.1708
377,1.0,3,1,22.0,0,7.25
378,0.0,1,0,27.0,2,211.5
379,0.0,3,0,20.0,0,4.0125
380,0.0,3,0,19.0,0,7.775
381,1.0,1,1,42.0,0,227.525
382,1.0,3,1,1.0,2,15.7417
383,0.0,3,0,32.0,0,7.925
384,1.0,1,1,35.0,1,52.0
385,0.0,3,0,27.824180195900002,0,7.8958
386,0.0,2,0,18.0,0,73.5
387,0.0,3,0,1.0,7,46.9
388,1.0,2,1,36.0,0,13.0
389,0.0,3,0,21.3449880662,0,7.7292
390,1.0,2,1,17.0,0,12.0
391,1.0,1,0,36.0,3,120.0
392,1.0,3,0,21.0,0,7.7958
393,0.0,3,0,28.0,2,7.925
394,1.0,1,1,23.0,1,113.275
395,1.0,3,1,24.0,2,16.7
396,0.0,3,0,22.0,0,7.7958
397,0.0,3,1,31.0,0,7.8542
398,0.0,2,0,46.0,0,26.0
399,0.0,2,0,23.0,0,10.5
400,1.0,2,1,28.0,0,12.65
401,1.0,3,0,39.0,0,7.925
402,0.0,3,0,26.0,0,8.05
403,0.0,3,1,21.0,1,9.825
404,0.0,3,0,28.0,1,15.85
405,0.0,3,1,20.0,0,8.6625
406,0.0,2,0,34.0,1,21.0
407,0.0,3,0,51.0,0,7.75
408,1.0,2,0,3.0,2,18.75
409,0.0,3,0,21.0,0,7.775
410,0.0,3,1,12.671518469,4,25.4667
411,0.0,3,0,27.824180195900002,0,7.8958
412,0.0,3,0,26.7169446262,0,6.8583
413,1.0,1,1,33.0,1,90.0
414,0.0,2,0,48.098473310299994,0,0.0
415,1.0,3,0,44.0,0,7.925
416,0.0,3,1,29.513190245700002,0,8.05
417,1.0,2,1,34.0,2,32.5
418,1.0,2,1,18.0,2,13.0
419,0.0,2,0,30.0,0,13.0
420,0.0,3,1,10.0,2,24.15
421,0.0,3,0,27.824180195900002,0,7.8958
422,0.0,3,0,21.0,0,7.7333
423,0.0,3,0,29.0,0,7.875
424,0.0,3,1,28.0,2,14.4
425,0.0,3,0,18.0,2,20.2125
426,0.0,3,0,30.3521291368,0,7.25
427,1.0,2,1,28.0,1,26.0
428,1.0,2,1,19.0,0,26.0
429,0.0,3,0,32.6934168167,0,7.75
430,1.0,3,0,32.0,0,8.05
431,1.0,1,0,28.0,0,26.55
432,1.0,3,1,24.7469076659,1,16.1
433,1.0,2,1,42.0,1,26.0
434,0.0,3,0,17.0,0,7.125
435,0.0,1,0,50.0,1,55.9
436,1.0,1,1,14.0,3,120.0
437,0.0,3,1,21.0,4,34.375
438,1.0,2,1,24.0,5,18.75
439,0.0,1,0,64.0,5,263.0
440,0.0,2,0,31.0,0,10.5
441,1.0,2,1,45.0,2,26.25
442,0.0,3,0,20.0,0,9.5
443,0.0,3,0,25.0,1,7.775
444,1.0,2,1,28.0,0,13.0
445,1.0,3,0,22.9025075602,0,8.1125
446,1.0,1,0,4.0,2,81.8583
447,1.0,2,1,13.0,1,19.5
448,1.0,1,0,34.0,0,26.55
449,1.0,3,1,5.0,3,19.2583
450,1.0,1,0,52.0,0,30.5
451,0.0,2,0,36.0,3,27.75
452,0.0,3,0,24.050966835900002,1,19.9667
453,0.0,1,0,30.0,0,27.75
454,1.0,1,0,49.0,1,89.1042
455,0.0,3,0,29.513190245700002,0,8.05
456,1.0,3,0,29.0,0,7.8958
457,0.0,1,0,65.0,0,26.55
458,1.0,1,1,41.9931672161,1,51.8625
459,1.0,2,1,50.0,0,10.5
460,0.0,3,0,32.6934168167,0,7.75
461,1.0,1,0,48.0,0,26.55
462,0.0,3,0,34.0,0,8.05
463,0.0,1,0,47.0,0,38.5
464,0.0,2,0,48.0,0,13.0
465,0.0,3,0,29.513190245700002,0,8.05
466,0.0,3,0,38.0,0,7.05
467,0.0,2,0,48.098473310299994,0,0.0
468,0.0,1,0,56.0,0,26.55
469,0.0,3,0,21.7628036173,0,7.725
470,1.0,3,1,0.75,3,19.2583
471,0.0,3,0,30.3521291368,0,7.25
472,0.0,3,0,38.0,0,8.6625
473,1.0,2,1,33.0,3,27.75
474,1.0,2,1,23.0,0,13.7917
475,0.0,3,1,22.0,0,9.8375
476,0.0,1,0,45.701220039700004,0,52.0
477,0.0,2,0,34.0,1,21.0
478,0.0,3,0,29.0,1,7.0458
479,0.0,3,0,22.0,0,7.5208
480,1.0,3,1,2.0,1,12.2875
481,0.0,3,0,9.0,7,46.9
482,0.0,2,0,48.098473310299994,0,0.0
483,0.0,3,0,50.0,0,8.05
484,1.0,3,1,63.0,0,9.5875
485,1.0,1,0,25.0,1,91.0792
486,0.0,3,1,12.671518469,4,25.4667
487,1.0,1,1,35.0,1,90.0
488,0.0,1,0,58.0,0,29.7
489,0.0,3,0,30.0,0,8.05
490,1.0,3,0,9.0,2,15.9
491,0.0,3,0,24.050966835900002,1,19.9667
492,0.0,3,0,21.0,0,7.25
493,0.0,1,0,55.0,0,30.5
494,0.0,1,0,71.0,0,49.5042
495,0.0,3,0,21.0,0,8.05
496,0.0,3,0,27.6279554563,0,14.4583
497,1.0,1,1,54.0,1,78.2667
498,0.0,3,0,35.2491928571,0,15.1
499,0.0,1,1,25.0,3,151.55
500,0.0,3,0,24.0,0,7.7958
501,0.0,3,0,17.0,0,8.6625
502,0.0,3,1,21.0,0,7.75
503,0.0,3,1,28.047028499999996,0,7.6292
504,0.0,3,1,37.0,0,9.5875
505,1.0,1,1,16.0,0,86.5
506,0.0,1,0,18.0,1,108.9
507,1.0,2,1,33.0,2,26.0
508,1.0,1,0,46.260826280799996,0,26.55
509,0.0,3,0,28.0,0,22.525
510,1.0,3,0,26.0,0,56.4958
511,1.0,3,0,29.0,0,7.75
512,0.0,3,0,29.513190245700002,0,8.05
513,1.0,1,0,36.0,0,26.2875
514,1.0,1,1,54.0,1,59.4
515,0.0,3,0,24.0,0,7.4958
516,0.0,1,0,47.0,0,34.0208
517,1.0,2,1,34.0,0,10.5
518,0.0,3,0,35.0760805556,0,24.15
519,1.0,2,1,36.0,1,26.0
520,0.0,3,0,32.0,0,7.8958
521,1.0,1,1,30.0,0,93.5
522,0.0,3,0,22.0,0,7.8958
523,0.0,3,0,27.7498360862,0,7.225
524,1.0,1,1,44.0,1,57.9792
525,0.0,3,0,23.7522365127,0,7.2292
526,0.0,3,0,40.5,0,7.75
527,1.0,2,1,50.0,0,10.5
528,0.0,1,0,34.807760119,0,221.7792
529,0.0,3,0,39.0,0,7.925
530,0.0,2,0,23.0,3,11.5
531,1.0,2,1,2.0,2,26.0
532,0.0,3,0,23.7522365127,0,7.2292
533,0.0,3,0,17.0,2,7.2292
534,1.0,3,1,8.614296796,2,22.3583
535,0.0,3,1,30.0,0,8.6625
536,1.0,2,1,7.0,2,26.25
537,0.0,1,0,45.0,0,26.55
538,1.0,1,1,30.0,0,106.425
539,0.0,3,0,27.142441964299998,0,14.5
540,1.0,1,1,22.0,2,49.5
541,1.0,1,1,36.0,2,71.0
542,0.0,3,1,9.0,6,31.275
543,0.0,3,1,11.0,6,31.275
544,1.0,2,0,32.0,1,26.0
545,0.0,1,0,50.0,1,106.425
546,0.0,1,0,64.0,0,26.0
547,1.0,2,1,19.0,1,26.0
548,1.0,2,0,23.665127326799997,0,13.8625
549,0.0,3,0,33.0,2,20.525
550,1.0,2,0,8.0,2,36.75
551,1.0,1,0,17.0,2,110.8833
552,0.0,2,0,27.0,0,26.0
553,0.0,3,0,31.4561003364,0,7.8292
554,1.0,3,0,22.0,0,7.225
555,1.0,3,1,22.0,0,7.775
556,0.0,1,0,62.0,0,26.55
557,1.0,1,1,48.0,1,39.6
558,0.0,1,0,38.8928081349,0,227.525
559,1.0,1,1,39.0,2,79.65
560,1.0,3,1,36.0,1,17.4
561,0.0,3,0,32.6934168167,0,7.75
562,0.0,3,0,40.0,0,7.8958
563,0.0,2,0,28.0,0,13.5
564,0.0,3,0,29.513190245700002,0,8.05
565,0.0,3,1,29.513190245700002,0,8.05
566,0.0,3,0,24.0,2,24.15
567,0.0,3,0,19.0,0,7.8958
568,0.0,3,1,29.0,4,21.075
569,0.0,3,0,23.7522365127,0,7.2292
570,1.0,3,0,32.0,0,7.8542
571,1.0,2,0,62.0,0,10.5
572,1.0,1,1,53.0,2,51.4792
573,1.0,1,0,36.0,0,26.3875
574,1.0,3,1,32.6934168167,0,7.75
575,0.0,3,0,16.0,0,8.05
576,0.0,3,0,19.0,0,14.5
577,1.0,2,1,34.0,0,13.0
578,1.0,1,1,39.0,1,55.9
579,0.0,3,1,19.9786269182,1,14.4583
580,1.0,3,0,32.0,0,7.925
581,1.0,2,1,25.0,2,30.0
582,1.0,1,1,39.0,2,110.8833
583,0.0,2,0,54.0,0,26.0
584,0.0,1,0,36.0,0,40.125
585,0.0,3,0,28.6143624969,0,8.7125
586,1.0,1,1,18.0,2,79.65
587,0.0,2,0,47.0,0,15.0
588,1.0,1,0,60.0,2,79.2
589,0.0,3,0,22.0,0,8.05
590,0.0,3,0,29.513190245700002,0,8.05
591,0.0,3,0,35.0,0,7.125
592,1.0,1,1,52.0,1,78.2667
593,0.0,3,0,47.0,0,7.25
594,0.0,3,1,35.076876521100004,2,7.75
595,0.0,2,0,37.0,1,26.0
596,0.0,3,0,36.0,2,24.15
597,1.0,2,1,22.94877307,0,33.0
598,0.0,3,0,49.0,0,0.0
599,0.0,3,0,27.7498360862,0,7.225
600,1.0,1,0,49.0,1,56.9292
601,1.0,2,1,24.0,3,27.0
602,0.0,3,0,27.824180195900002,0,7.8958
603,0.0,1,0,44.2715083333,0,42.4
604,0.0,3,0,44.0,0,8.05
605,1.0,1,0,35.0,0,26.55
606,0.0,3,0,36.0,1,15.55
607,0.0,3,0,30.0,0,7.8958
608,1.0,1,0,27.0,0,30.5
609,1.0,2,1,22.0,3,41.5792
610,1.0,1,1,40.0,0,153.4625
611,0.0,3,1,39.0,6,31.275
612,0.0,3,0,27.21685146,0,7.05
613,1.0,3,1,32.3396619048,1,15.5
614,0.0,3,0,32.6934168167,0,7.75
615,0.0,3,0,35.0,0,8.05
616,1.0,2,1,24.0,3,65.0
617,0.0,3,0,34.0,2,14.4
618,0.0,3,1,26.0,1,16.1
619,1.0,2,1,4.0,3,39.0
620,0.0,2,0,26.0,0,10.5
621,0.0,3,0,27.0,1,14.4542
622,1.0,1,0,42.0,1,52.5542
623,1.0,3,0,20.0,2,15.7417
624,0.0,3,0,21.0,0,7.8542
625,0.0,3,0,21.0,0,16.1
626,0.0,1,0,61.0,0,32.3208
627,0.0,2,0,57.0,0,12.35
628,1.0,1,1,21.0,0,77.9583
629,0.0,3,0,26.0,0,7.8958
630,0.0,3,0,21.3449880662,0,7.7333
631,1.0,1,0,80.0,0,30.0
632,0.0,3,0,51.0,0,7.0542
633,1.0,1,0,32.0,0,30.5
634,0.0,1,0,41.4155986652,0,0.0
635,0.0,3,1,9.0,5,27.9
636,1.0,2,1,28.0,0,13.0
637,0.0,3,0,32.0,0,7.925
